event_id,user_id,event_type,event_date,page_url
108,835,search,2025-05-10 19:10:36,https://example.com/page15
109,411,purchase,2025-04-29 03:10:36,https://example.com/page35
110,856,purchase,2025-04-19 04:10:36,https://example.com/page62
111,820,purchase,2025-04-20 22:10:36,https://example.com/page22
112,116,click,2025-04-18 22:10:36,https://example.com/page93
113,61,click,2025-05-14 04:10:36,https://example.com/page54
114,934,purchase,2025-04-24 08:10:36,https://example.com/page87
115,449,click,2025-04-22 13:10:36,https://example.com/page49
116,798,search,2025-04-22 12:10:36,https://example.com/page4
117,884,click,2025-04-28 00:10:36,https://example.com/page63
118,116,purchase,2025-04-29 19:10:36,https://example.com/page6
119,65,search,2025-04-20 16:10:36,https://example.com/page41
120,13,click,2025-04-20 01:10:36,https://example.com/page44
121,532,page_view,2025-04-30 03:10:36,https://example.com/page85
122,745,click,2025-04-28 01:10:36,https://example.com/page45
123,680,purchase,2025-05-12 06:10:36,https://example.com/page72
124,914,page_view,2025-05-18 03:10:36,https://example.com/page83
125,957,click,2025-04-27 01:10:36,https://example.com/page61
126,873,purchase,2025-05-11 13:10:36,https://example.com/page10
127,770,purchase,2025-05-04 22:10:36,https://example.com/page31
128,339,search,2025-05-16 11:10:36,https://example.com/page65
129,229,purchase,2025-05-01 10:10:36,https://example.com/page31
130,81,purchase,2025-04-29 16:10:36,https://example.com/page74
131,459,page_view,2025-04-27 08:10:36,https://example.com/page58
132,324,page_view,2025-04-27 09:10:36,https://example.com/page96
133,670,page_view,2025-05-14 05:10:36,https://example.com/page52
134,423,page_view,2025-04-24 20:10:36,https://example.com/page71
135,1,page_view,2025-04-22 20:10:36,https://example.com/page80
136,653,search,2025-04-26 22:10:36,https://example.com/page72
137,212,purchase,2025-05-04 01:10:36,https://example.com/page47
138,846,page_view,2025-05-09 02:10:36,https://example.com/page59
139,340,purchase,2025-04-20 14:10:36,https://example.com/page47
140,734,purchase,2025-05-13 18:10:36,https://example.com/page13
141,778,click,2025-05-18 12:10:36,https://example.com/page44
142,364,search,2025-04-25 06:10:36,https://example.com/page67
143,383,page_view,2025-05-16 16:10:36,https://example.com/page22
144,505,click,2025-05-01 03:10:36,https://example.com/page14
145,261,click,2025-05-10 14:10:36,https://example.com/page16
146,953,purchase,2025-05-09 10:10:36,https://example.com/page59
147,845,click,2025-05-04 04:10:36,https://example.com/page14
148,776,purchase,2025-05-16 15:10:36,https://example.com/page82
149,858,page_view,2025-04-29 09:10:36,https://example.com/page59
150,675,click,2025-04-27 08:10:36,https://example.com/page1
151,544,page_view,2025-04-25 00:10:36,https://example.com/page56
152,859,purchase,2025-04-26 22:10:36,https://example.com/page100
153,944,click,2025-04-19 02:10:36,https://example.com/page75
154,178,click,2025-05-14 04:10:36,https://example.com/page50
155,674,search,2025-04-27 02:10:36,https://example.com/page50
156,429,click,2025-05-06 22:10:36,https://example.com/page51
157,987,search,2025-05-06 01:10:36,https://example.com/page58
158,825,click,2025-05-12 17:10:36,https://example.com/page53
159,617,search,2025-04-18 16:10:36,https://example.com/page71
160,882,search,2025-04-25 00:10:36,https://example.com/page81
161,223,click,2025-05-09 16:10:36,https://example.com/page80
162,732,search,2025-04-19 07:10:36,https://example.com/page45
163,944,click,2025-04-20 21:10:36,https://example.com/page23
164,516,search,2025-05-13 16:10:36,https://example.com/page98
165,361,purchase,2025-04-23 18:10:36,https://example.com/page74
166,966,purchase,2025-04-19 20:10:36,https://example.com/page96
167,916,search,2025-04-30 14:10:36,https://example.com/page2
168,536,page_view,2025-05-17 13:10:36,https://example.com/page49
169,149,page_view,2025-04-20 00:10:36,https://example.com/page8
170,205,search,2025-05-11 18:10:36,https://example.com/page37
171,700,search,2025-05-12 09:10:36,https://example.com/page8
172,708,search,2025-05-09 22:10:36,https://example.com/page97
173,555,page_view,2025-05-03 07:10:36,https://example.com/page58
174,105,click,2025-04-21 00:10:36,https://example.com/page72
175,399,click,2025-04-26 19:10:36,https://example.com/page90
176,295,page_view,2025-05-02 08:10:36,https://example.com/page50
177,427,search,2025-04-25 01:10:36,https://example.com/page7
178,14,search,2025-05-09 23:10:36,https://example.com/page80
179,890,purchase,2025-05-09 00:10:36,https://example.com/page82
180,722,search,2025-04-23 12:10:36,https://example.com/page70
181,757,click,2025-05-10 08:10:36,https://example.com/page38
182,460,click,2025-04-19 11:10:36,https://example.com/page10
183,192,click,2025-04-26 16:10:36,https://example.com/page16
184,387,page_view,2025-04-30 08:10:36,https://example.com/page36
185,570,search,2025-05-13 01:10:36,https://example.com/page21
186,599,search,2025-05-18 09:10:36,https://example.com/page43
187,478,click,2025-05-16 22:10:36,https://example.com/page20
188,951,search,2025-04-23 03:10:36,https://example.com/page7
189,793,search,2025-04-27 16:10:36,https://example.com/page74
190,564,search,2025-05-15 12:10:36,https://example.com/page91
191,326,click,2025-05-10 18:10:36,https://example.com/page67
192,70,click,2025-04-30 21:10:36,https://example.com/page70
193,550,purchase,2025-05-14 16:10:36,https://example.com/page45
194,227,click,2025-04-20 07:10:36,https://example.com/page43
195,340,search,2025-05-06 02:10:36,https://example.com/page28
196,974,purchase,2025-04-24 16:10:36,https://example.com/page97
197,665,page_view,2025-05-13 17:10:36,https://example.com/page86
198,355,purchase,2025-05-08 08:10:36,https://example.com/page83
199,629,click,2025-05-16 22:10:36,https://example.com/page88
200,907,search,2025-05-02 08:10:36,https://example.com/page15
201,396,search,2025-04-25 13:10:36,https://example.com/page93
202,290,page_view,2025-04-26 13:10:36,https://example.com/page99
203,384,purchase,2025-04-27 20:10:36,https://example.com/page6
204,304,click,2025-05-04 22:10:36,https://example.com/page66
205,85,page_view,2025-05-11 11:10:36,https://example.com/page99
206,551,page_view,2025-04-21 21:10:36,https://example.com/page9
207,216,click,2025-04-19 09:10:36,https://example.com/page55
208,856,page_view,2025-05-09 20:10:36,https://example.com/page69
209,849,purchase,2025-04-21 00:10:36,https://example.com/page10
210,765,click,2025-05-17 14:10:36,https://example.com/page59
211,735,search,2025-05-17 00:10:36,https://example.com/page12
212,76,page_view,2025-05-11 00:10:36,https://example.com/page33
213,572,page_view,2025-04-24 02:10:36,https://example.com/page30
214,933,search,2025-05-01 05:10:36,https://example.com/page50
215,462,purchase,2025-04-30 03:10:36,https://example.com/page41
216,18,purchase,2025-04-19 21:10:36,https://example.com/page16
217,548,page_view,2025-04-21 06:10:36,https://example.com/page93
218,634,page_view,2025-04-23 15:10:36,https://example.com/page6
219,718,page_view,2025-05-03 08:10:36,https://example.com/page65
220,109,search,2025-04-19 08:10:36,https://example.com/page39
221,622,page_view,2025-05-06 14:10:36,https://example.com/page98
222,949,purchase,2025-05-02 08:10:36,https://example.com/page51
223,842,page_view,2025-04-28 09:10:36,https://example.com/page21
224,547,click,2025-05-12 19:10:36,https://example.com/page96
225,401,search,2025-04-21 13:10:36,https://example.com/page19
226,306,search,2025-05-18 03:10:36,https://example.com/page71
227,896,click,2025-05-13 08:10:36,https://example.com/page6
228,6,purchase,2025-04-25 16:10:36,https://example.com/page71
229,970,page_view,2025-05-05 14:10:36,https://example.com/page27
230,767,search,2025-05-09 14:10:36,https://example.com/page53
231,928,click,2025-05-11 18:10:36,https://example.com/page24
232,227,search,2025-05-10 08:10:36,https://example.com/page15
233,186,page_view,2025-04-25 04:10:36,https://example.com/page60
234,661,page_view,2025-05-06 05:10:36,https://example.com/page86
235,69,search,2025-05-14 10:10:36,https://example.com/page26
236,744,purchase,2025-05-04 12:10:36,https://example.com/page46
237,132,click,2025-05-14 08:10:36,https://example.com/page37
238,635,page_view,2025-05-10 08:10:36,https://example.com/page41
239,498,purchase,2025-05-04 14:10:36,https://example.com/page79
240,676,search,2025-04-19 00:10:36,https://example.com/page75
241,157,search,2025-05-05 03:10:36,https://example.com/page55
242,173,page_view,2025-05-05 06:10:36,https://example.com/page32
243,805,click,2025-04-21 06:10:36,https://example.com/page56
244,284,search,2025-05-12 21:10:36,https://example.com/page87
245,751,search,2025-04-28 03:10:36,https://example.com/page60
246,457,search,2025-05-05 14:10:36,https://example.com/page63
247,565,page_view,2025-05-11 03:10:36,https://example.com/page83
248,622,page_view,2025-05-06 15:10:36,https://example.com/page18
249,913,click,2025-05-07 09:10:36,https://example.com/page94
250,908,page_view,2025-05-15 09:10:36,https://example.com/page3
251,870,page_view,2025-04-23 19:10:36,https://example.com/page75
252,415,click,2025-05-17 01:10:36,https://example.com/page71
253,267,purchase,2025-04-20 17:10:36,https://example.com/page100
254,153,search,2025-05-01 21:10:36,https://example.com/page29
255,913,search,2025-05-12 21:10:36,https://example.com/page60
256,514,page_view,2025-05-01 16:10:36,https://example.com/page47
257,515,page_view,2025-04-20 08:10:36,https://example.com/page31
258,869,click,2025-04-26 16:10:36,https://example.com/page18
259,457,click,2025-05-10 23:10:36,https://example.com/page73
260,972,click,2025-04-27 23:10:36,https://example.com/page46
261,42,click,2025-04-27 19:10:36,https://example.com/page30
262,65,search,2025-05-02 20:10:36,https://example.com/page30
263,44,click,2025-04-26 12:10:36,https://example.com/page47
264,398,purchase,2025-04-29 05:10:36,https://example.com/page6
265,41,search,2025-05-14 05:10:36,https://example.com/page91
266,992,search,2025-05-07 09:10:36,https://example.com/page75
267,558,click,2025-05-02 13:10:36,https://example.com/page84
268,388,search,2025-04-23 13:10:36,https://example.com/page84
269,920,page_view,2025-04-26 13:10:36,https://example.com/page33
270,386,click,2025-04-26 14:10:36,https://example.com/page52
271,362,search,2025-04-27 20:10:36,https://example.com/page62
272,909,page_view,2025-04-27 05:10:36,https://example.com/page18
273,451,click,2025-05-08 19:10:36,https://example.com/page10
274,527,search,2025-05-09 14:10:36,https://example.com/page20
275,192,click,2025-05-03 04:10:36,https://example.com/page78
276,735,page_view,2025-04-20 10:10:36,https://example.com/page30
277,425,search,2025-05-13 18:10:36,https://example.com/page62
278,692,purchase,2025-04-28 04:10:36,https://example.com/page27
279,605,click,2025-04-21 00:10:36,https://example.com/page53
280,23,click,2025-05-16 18:10:36,https://example.com/page17
281,588,click,2025-05-12 21:10:36,https://example.com/page81
282,525,page_view,2025-04-24 04:10:36,https://example.com/page19
283,58,click,2025-05-07 14:10:36,https://example.com/page24
284,530,purchase,2025-04-23 01:10:36,https://example.com/page73
285,653,page_view,2025-04-20 09:10:36,https://example.com/page37
286,970,page_view,2025-05-09 09:10:36,https://example.com/page58
287,622,purchase,2025-04-28 01:10:36,https://example.com/page22
288,225,purchase,2025-04-22 23:10:36,https://example.com/page19
289,814,click,2025-04-22 00:10:36,https://example.com/page85
290,524,search,2025-05-11 11:10:36,https://example.com/page93
291,703,search,2025-04-29 06:10:36,https://example.com/page77
292,605,page_view,2025-05-08 19:10:36,https://example.com/page49
293,395,click,2025-05-13 23:10:36,https://example.com/page3
294,208,purchase,2025-05-12 05:10:36,https://example.com/page78
295,99,click,2025-04-28 07:10:36,https://example.com/page79
296,615,page_view,2025-04-25 22:10:36,https://example.com/page65
297,771,page_view,2025-05-14 15:10:36,https://example.com/page62
298,676,click,2025-04-22 21:10:36,https://example.com/page70
299,848,page_view,2025-04-19 16:10:36,https://example.com/page84
300,442,purchase,2025-05-02 19:10:36,https://example.com/page6
301,715,purchase,2025-05-08 20:10:36,https://example.com/page62
302,809,purchase,2025-05-03 16:10:36,https://example.com/page76
303,824,page_view,2025-04-30 11:10:36,https://example.com/page18
304,261,purchase,2025-05-08 16:10:36,https://example.com/page11
305,291,purchase,2025-05-07 15:10:36,https://example.com/page25
306,6,page_view,2025-04-23 23:10:36,https://example.com/page67
307,121,page_view,2025-05-02 14:10:36,https://example.com/page84
308,211,search,2025-05-01 04:10:36,https://example.com/page47
309,110,click,2025-04-30 10:10:36,https://example.com/page84
310,600,search,2025-05-07 11:10:36,https://example.com/page69
311,434,search,2025-04-22 12:10:36,https://example.com/page36
312,697,purchase,2025-05-09 22:10:36,https://example.com/page53
313,566,purchase,2025-05-10 23:10:36,https://example.com/page48
314,573,purchase,2025-05-07 19:10:36,https://example.com/page40
315,592,search,2025-05-01 15:10:36,https://example.com/page95
316,142,page_view,2025-05-08 19:10:36,https://example.com/page58
317,802,click,2025-05-14 08:10:36,https://example.com/page28
318,521,purchase,2025-05-04 04:10:36,https://example.com/page71
319,629,page_view,2025-05-11 18:10:36,https://example.com/page50
320,988,page_view,2025-05-14 17:10:36,https://example.com/page19
321,483,purchase,2025-05-14 20:10:36,https://example.com/page9
322,270,click,2025-05-02 19:10:36,https://example.com/page11
323,624,page_view,2025-05-02 05:10:36,https://example.com/page52
324,629,search,2025-04-23 03:10:36,https://example.com/page8
325,969,click,2025-04-21 07:10:36,https://example.com/page64
326,450,page_view,2025-05-10 00:10:36,https://example.com/page85
327,954,search,2025-05-10 07:10:36,https://example.com/page5
328,803,click,2025-04-22 09:10:36,https://example.com/page22
329,691,page_view,2025-05-03 06:10:36,https://example.com/page31
330,671,page_view,2025-05-11 21:10:36,https://example.com/page12
331,283,purchase,2025-05-03 13:10:36,https://example.com/page86
332,405,purchase,2025-04-23 14:10:36,https://example.com/page26
333,531,page_view,2025-05-15 16:10:36,https://example.com/page12
334,563,search,2025-04-24 18:10:36,https://example.com/page75
335,357,search,2025-05-06 19:10:36,https://example.com/page29
336,621,click,2025-04-29 05:10:36,https://example.com/page52
337,589,page_view,2025-05-07 11:10:36,https://example.com/page23
338,417,page_view,2025-04-24 18:10:36,https://example.com/page10
339,516,search,2025-05-04 02:10:36,https://example.com/page15
340,823,search,2025-04-25 16:10:36,https://example.com/page74
341,257,purchase,2025-05-02 12:10:36,https://example.com/page73
342,496,click,2025-05-04 03:10:36,https://example.com/page100
343,470,purchase,2025-04-23 14:10:36,https://example.com/page4
344,494,page_view,2025-05-07 14:10:36,https://example.com/page9
345,392,click,2025-04-19 17:10:36,https://example.com/page90
346,236,search,2025-05-01 00:10:36,https://example.com/page46
347,529,page_view,2025-04-18 17:10:36,https://example.com/page34
348,255,search,2025-05-14 15:10:36,https://example.com/page52
349,690,search,2025-05-15 09:10:36,https://example.com/page71
350,954,click,2025-04-28 07:10:36,https://example.com/page41
351,363,click,2025-04-24 03:10:36,https://example.com/page35
352,188,click,2025-04-27 08:10:36,https://example.com/page95
353,205,click,2025-05-08 07:10:36,https://example.com/page34
354,212,click,2025-05-09 23:10:36,https://example.com/page32
355,857,search,2025-05-11 23:10:36,https://example.com/page100
356,110,page_view,2025-05-15 06:10:36,https://example.com/page87
357,979,purchase,2025-04-22 10:10:36,https://example.com/page1
358,783,page_view,2025-04-28 01:10:36,https://example.com/page48
359,636,search,2025-04-27 14:10:36,https://example.com/page74
360,890,search,2025-04-27 16:10:36,https://example.com/page24
361,783,search,2025-05-01 15:10:36,https://example.com/page29
362,769,click,2025-05-16 07:10:36,https://example.com/page68
363,819,purchase,2025-04-28 05:10:36,https://example.com/page70
364,34,search,2025-05-01 19:10:36,https://example.com/page88
365,795,click,2025-04-29 02:10:36,https://example.com/page16
366,716,purchase,2025-05-05 03:10:36,https://example.com/page89
367,9,page_view,2025-04-19 20:10:36,https://example.com/page27
368,389,page_view,2025-05-04 17:10:36,https://example.com/page47
369,628,search,2025-05-10 15:10:36,https://example.com/page71
370,270,click,2025-05-07 03:10:36,https://example.com/page61
371,982,search,2025-05-03 00:10:36,https://example.com/page24
372,511,purchase,2025-05-09 15:10:36,https://example.com/page54
373,718,search,2025-05-03 01:10:36,https://example.com/page52
374,287,purchase,2025-05-10 22:10:36,https://example.com/page74
375,135,click,2025-05-14 08:10:36,https://example.com/page93
376,277,click,2025-04-24 22:10:36,https://example.com/page56
377,877,purchase,2025-05-10 06:10:36,https://example.com/page19
378,820,click,2025-04-28 10:10:36,https://example.com/page2
379,181,purchase,2025-04-27 07:10:36,https://example.com/page18
380,915,search,2025-04-27 20:10:36,https://example.com/page39
381,257,page_view,2025-05-01 15:10:36,https://example.com/page13
382,708,click,2025-05-16 01:10:36,https://example.com/page28
383,834,search,2025-04-28 07:10:36,https://example.com/page81
384,99,purchase,2025-05-04 08:10:36,https://example.com/page34
385,370,search,2025-04-24 17:10:36,https://example.com/page72
386,955,search,2025-05-03 22:10:36,https://example.com/page3
387,422,page_view,2025-05-03 15:10:36,https://example.com/page87
388,987,click,2025-04-24 00:10:36,https://example.com/page74
389,666,click,2025-05-06 11:10:36,https://example.com/page46
390,333,purchase,2025-04-29 13:10:36,https://example.com/page11
391,391,search,2025-04-28 20:10:36,https://example.com/page81
392,980,click,2025-05-11 11:10:36,https://example.com/page82
393,828,search,2025-04-30 15:10:36,https://example.com/page81
394,628,purchase,2025-05-15 13:10:36,https://example.com/page11
395,166,search,2025-05-08 21:10:36,https://example.com/page41
396,325,search,2025-05-07 05:10:36,https://example.com/page78
397,661,purchase,2025-05-07 01:10:36,https://example.com/page57
398,800,search,2025-04-23 13:10:36,https://example.com/page67
399,989,purchase,2025-04-30 23:10:36,https://example.com/page22
400,189,page_view,2025-05-13 06:10:36,https://example.com/page94
401,241,search,2025-04-18 17:10:36,https://example.com/page96
402,82,click,2025-05-11 12:10:36,https://example.com/page51
403,106,page_view,2025-05-15 21:10:36,https://example.com/page61
404,562,page_view,2025-05-17 12:10:36,https://example.com/page99
405,407,page_view,2025-05-14 04:10:36,https://example.com/page34
406,633,click,2025-05-15 00:10:36,https://example.com/page84
407,954,purchase,2025-05-05 10:10:36,https://example.com/page30
408,254,search,2025-04-29 17:10:36,https://example.com/page81
409,130,click,2025-04-26 03:10:36,https://example.com/page22
410,30,page_view,2025-04-20 07:10:36,https://example.com/page46
411,882,search,2025-04-28 07:10:36,https://example.com/page60
412,999,search,2025-04-25 05:10:36,https://example.com/page57
413,139,click,2025-04-23 09:10:36,https://example.com/page77
414,468,purchase,2025-04-26 06:10:36,https://example.com/page82
415,655,search,2025-05-03 19:10:36,https://example.com/page62
416,553,click,2025-05-14 19:10:36,https://example.com/page57
417,316,search,2025-05-01 00:10:36,https://example.com/page34
418,160,search,2025-05-18 04:10:36,https://example.com/page1
419,536,click,2025-05-03 22:10:36,https://example.com/page37
420,481,page_view,2025-04-19 06:10:36,https://example.com/page63
421,970,purchase,2025-05-05 20:10:36,https://example.com/page2
422,785,purchase,2025-05-06 03:10:36,https://example.com/page77
423,237,page_view,2025-04-25 05:10:36,https://example.com/page48
424,194,purchase,2025-04-24 16:10:36,https://example.com/page56
425,405,click,2025-05-11 15:10:36,https://example.com/page92
426,755,purchase,2025-05-02 11:10:36,https://example.com/page29
427,270,page_view,2025-04-30 14:10:36,https://example.com/page81
428,246,search,2025-05-06 11:10:36,https://example.com/page84
429,761,search,2025-05-01 00:10:36,https://example.com/page25
430,874,page_view,2025-05-10 20:10:36,https://example.com/page18
431,297,page_view,2025-04-21 10:10:36,https://example.com/page59
432,633,purchase,2025-05-07 00:10:36,https://example.com/page90
433,638,purchase,2025-05-10 14:10:36,https://example.com/page42
434,20,click,2025-05-16 12:10:36,https://example.com/page69
435,23,click,2025-05-14 06:10:36,https://example.com/page37
436,276,click,2025-04-29 22:10:36,https://example.com/page94
437,9,click,2025-05-14 18:10:36,https://example.com/page20
438,16,purchase,2025-05-09 08:10:36,https://example.com/page44
439,431,search,2025-04-27 08:10:36,https://example.com/page48
440,475,page_view,2025-05-04 12:10:36,https://example.com/page11
441,864,click,2025-05-16 05:10:36,https://example.com/page35
442,795,purchase,2025-05-15 13:10:36,https://example.com/page70
443,482,click,2025-05-10 10:10:36,https://example.com/page33
444,837,purchase,2025-05-18 02:10:36,https://example.com/page16
445,998,click,2025-05-02 04:10:36,https://example.com/page99
446,999,purchase,2025-05-08 01:10:36,https://example.com/page95
447,35,click,2025-04-28 23:10:36,https://example.com/page95
448,790,page_view,2025-04-26 09:10:36,https://example.com/page86
449,214,purchase,2025-05-02 00:10:36,https://example.com/page88
450,985,search,2025-05-04 20:10:36,https://example.com/page21
451,645,page_view,2025-04-25 04:10:36,https://example.com/page67
452,126,search,2025-04-28 02:10:36,https://example.com/page82
453,306,click,2025-05-03 05:10:36,https://example.com/page7
454,885,click,2025-05-13 19:10:36,https://example.com/page31
455,649,purchase,2025-05-04 18:10:36,https://example.com/page2
456,172,search,2025-04-23 16:10:36,https://example.com/page16
457,406,click,2025-05-18 05:10:36,https://example.com/page6
458,596,purchase,2025-04-19 06:10:36,https://example.com/page77
459,159,search,2025-05-14 19:10:36,https://example.com/page32
460,162,purchase,2025-05-14 17:10:36,https://example.com/page88
461,634,search,2025-04-21 22:10:36,https://example.com/page8
462,62,search,2025-04-21 02:10:36,https://example.com/page20
463,719,page_view,2025-05-13 06:10:36,https://example.com/page63
464,239,search,2025-04-24 19:10:36,https://example.com/page83
465,775,search,2025-04-29 21:10:36,https://example.com/page94
466,198,page_view,2025-04-19 05:10:36,https://example.com/page49
467,367,click,2025-05-07 22:10:36,https://example.com/page6
468,497,purchase,2025-04-24 18:10:36,https://example.com/page38
469,556,purchase,2025-05-10 12:10:36,https://example.com/page73
470,192,search,2025-05-04 19:10:36,https://example.com/page94
471,480,search,2025-04-23 01:10:36,https://example.com/page71
472,165,page_view,2025-04-25 23:10:36,https://example.com/page20
473,461,search,2025-05-07 09:10:36,https://example.com/page70
474,376,purchase,2025-05-18 14:10:36,https://example.com/page100
475,654,purchase,2025-05-10 17:10:36,https://example.com/page3
476,635,search,2025-04-22 03:10:36,https://example.com/page31
477,329,page_view,2025-04-20 12:10:36,https://example.com/page69
478,839,purchase,2025-05-10 12:10:36,https://example.com/page68
479,700,purchase,2025-04-25 02:10:36,https://example.com/page20
480,628,search,2025-05-04 20:10:36,https://example.com/page53
481,657,search,2025-05-13 21:10:36,https://example.com/page13
482,536,page_view,2025-05-16 18:10:36,https://example.com/page17
